Share,Column,Count,Sum,Mean,Median,Mode,Min,Q1,Q2,Q3,IQR,Max,Range,Variance (Population),Std Dev (Population),Variance (Sample),Std Dev (Sample),Skewness,Kurtosis
RELIANCE.NS,Adj Close,21,29137.5,1387.5,1392.199951171875,"[1343.9000244140625, 1345.0, 1348.0999755859375, 1350.5, 1358.0, 1369.199951171875, 1380.699951171875, 1384.800048828125, 1389.4000244140625, 1390.199951171875, 1392.199951171875, 1395.0999755859375, 1397.5999755859375, 1404.800048828125, 1407.800048828125, 1408.0999755859375, 1408.800048828125, 1411.800048828125, 1413.0999755859375, 1414.4000244140625, 1424.0]",1343.9000244140625,1369.199951171875,1392.199951171875,1408.0999755859375,38.9000244140625,1424.0,80.0999755859375,617.6736986154601,24.853042039465915,648.5573835462332,25.46678981627314,-0.5715859547959395,-0.9767386687714188
RELIANCE.NS,Close,21,29137.5,1387.5,1392.199951171875,"[1343.9000244140625, 1345.0, 1348.0999755859375, 1350.5, 1358.0, 1369.199951171875, 1380.699951171875, 1384.800048828125, 1389.4000244140625, 1390.199951171875, 1392.199951171875, 1395.0999755859375, 1397.5999755859375, 1404.800048828125, 1407.800048828125, 1408.0999755859375, 1408.800048828125, 1411.800048828125, 1413.0999755859375, 1414.4000244140625, 1424.0]",1343.9000244140625,1369.199951171875,1392.199951171875,1408.0999755859375,38.9000244140625,1424.0,80.0999755859375,617.6736986154601,24.853042039465915,648.5573835462332,25.46678981627314,-0.5715859547959395,-0.9767386687714188
RELIANCE.NS,High,21,29503.900146484375,1404.9476260230654,1410.9000244140625,"[1352.800048828125, 1358.199951171875, 1365.0, 1378.5999755859375, 1384.4000244140625, 1397.300048828125, 1399.0, 1400.800048828125, 1404.699951171875, 1405.9000244140625, 1410.9000244140625, 1412.9000244140625, 1415.5999755859375, 1415.699951171875, 1422.4000244140625, 1424.300048828125, 1429.4000244140625, 1430.0, 1430.5, 1431.5, 1434.0]",1352.800048828125,1397.300048828125,1410.9000244140625,1424.300048828125,27.0,1434.0,81.199951171875,579.2073381152553,24.06672678440621,608.167705021018,24.661056445761158,-0.8453141633351434,-0.21543798483761378
RELIANCE.NS,Low,21,28802.699829101562,1371.5571347191221,1378.4000244140625,"[1307.0, 1328.0, 1334.0999755859375, 1341.5, 1345.0, 1353.0999755859375, 1362.9000244140625, 1363.5, 1370.0, 1376.0999755859375, 1378.4000244140625, 1381.0999755859375, 1383.5999755859375, 1388.199951171875, 1390.300048828125, 1391.0, 1396.0999755859375, 1397.199951171875, 1400.5999755859375, 1406.5999755859375, 1408.4000244140625]",1307.0,1353.0999755859375,1378.4000244140625,1391.0,37.9000244140625,1408.4000244140625,101.4000244140625,740.8670460318897,27.218872975049678,777.9103983334842,27.89104512802423,-0.7305779633693124,-0.20396169335865455
RELIANCE.NS,Open,21,29140.199829101562,1387.6285632905506,1390.0,[1420.0],1330.0,1375.5,1390.0,1400.0,24.5,1430.5999755859375,100.5999755859375,699.0430429558229,26.439422137327867,733.995195103614,27.092345692162095,-0.5667132337106964,0.08777584914122505
RELIANCE.NS,Volume,21,435373439.0,20732068.523809522,20939959.0,"[9559327.0, 14404619.0, 16498373.0, 17265090.0, 18071259.0, 18620893.0, 18979554.0, 19007744.0, 19041331.0, 19311971.0, 20939959.0, 21280051.0, 21848087.0, 22837802.0, 22994918.0, 23266517.0, 23728722.0, 24393861.0, 24870822.0, 25957532.0, 32495007.0]",9559327.0,18620893.0,20939959.0,23266517.0,4645624.0,32495007.0,22935680.0,20953566092691.78,4577506.536608308,22001244397326.367,4690548.411148356,0.0770681880005047,1.8334718759053446
RELIANCE.NS,Daily Return %,20,-0.2796414321018741,-0.013982071605093705,0.11797001875998303,"[-4.5998160868305105, -1.6547068504931262, -1.3657575108639186, -1.3202794585166266, -1.0674123013957204, -0.9572901325478611, -0.8260307716804527, -0.466627225114169, -0.3115459719557956, 0.09207584026444948, 0.14386419725551658, 0.179198626890531, 0.2841312587912981, 0.7512879352761903, 1.0429510337738757, 1.1083938493924306, 1.3667390734995788, 1.8825750649750228, 2.1374909403697906, 3.301117056807623]",-4.5998160868305105,-0.9848206747598259,0.11797001875998303,1.0593117376785144,2.04413241243834,3.301117056807623,7.900933143638134,2.722741360788374,1.6500731380118803,2.8660435376719726,1.692939318957408,-0.5940894396961669,1.915320665732243
RELIANCE.NS,High-Low Gap,21,701.2003173828125,33.39049130394345,30.9000244140625,[30.9000244140625],15.7000732421875,22.4000244140625,30.9000244140625,39.5999755859375,17.199951171875,59.699951171875,43.9998779296875,161.55107541581668,12.710274403639627,169.62862918660753,13.024155603593176,0.620563229739567,-0.26513833816092625
RELIANCE.NS,Open-Close Change,21,-2.6998291015625,-0.12856329055059523,-1.4000244140625,"[-52.9000244140625, -34.7000732421875, -21.7999267578125, -17.5, -15.0, -8.199951171875, -6.9000244140625, -6.5, -4.5, -3.199951171875, -1.4000244140625, 2.199951171875, 7.800048828125, 8.300048828125, 8.9000244140625, 10.9000244140625, 15.0, 15.0999755859375, 16.4000244140625, 36.300048828125, 49.0]",-52.9000244140625,-8.199951171875,-1.4000244140625,10.9000244140625,19.0999755859375,49.0,101.9000244140625,474.83107611341006,21.790618993351476,498.57262991908055,22.328739998465668,-0.13195015287064338,1.2058099725790785
MRF.NS,Adj Close,21,2787470.0,132736.66666666666,132750.0,"[124975.0, 126390.0, 127535.0, 127645.0, 128495.0, 129095.0, 129575.0, 129970.0, 130545.0, 132345.0, 132750.0, 133890.0, 134920.0, 134925.0, 135050.0, 136255.0, 137285.0, 138005.0, 138780.0, 138825.0, 140215.0]",124975.0,129095.0,132750.0,136255.0,7160.0,140215.0,15240.0,19711476.98412699,4439.760915198812,20697050.833333336,4549.4011510673945,-0.0003894372818999527,-1.20663557836611
