Share,Column,Count,Sum,Mean,Median,Mode,Min,Q1,Q2,Q3,IQR,Max,Range,Variance (Population),Std Dev (Population),Variance (Sample),Std Dev (Sample),Skewness,Kurtosis
RELIANCE.NS,Adj Close,21,28927.39990234375,1377.4952334449404,1390.199951171875,"[1304.5999755859375, 1304.699951171875, 1330.0, 1343.9000244140625, 1347.800048828125, 1348.0999755859375, 1350.5, 1369.199951171875, 1380.699951171875, 1384.800048828125, 1390.199951171875, 1392.199951171875, 1395.0999755859375, 1397.5999755859375, 1407.800048828125, 1408.0999755859375, 1408.800048828125, 1411.800048828125, 1413.0999755859375, 1414.4000244140625, 1424.0]",1304.5999755859375,1348.0999755859375,1390.199951171875,1408.0999755859375,60.0,1424.0,119.4000244140625,1261.9210340614493,35.523527894361074,1325.0170857645217,36.400784136671035,-0.7415834045690799,-0.5356854866029686
RELIANCE.NS,Close,21,28927.39990234375,1377.4952334449404,1390.199951171875,"[1304.5999755859375, 1304.699951171875, 1330.0, 1343.9000244140625, 1347.800048828125, 1348.0999755859375, 1350.5, 1369.199951171875, 1380.699951171875, 1384.800048828125, 1390.199951171875, 1392.199951171875, 1395.0999755859375, 1397.5999755859375, 1407.800048828125, 1408.0999755859375, 1408.800048828125, 1411.800048828125, 1413.0999755859375, 1414.4000244140625, 1424.0]",1304.5999755859375,1348.0999755859375,1390.199951171875,1408.0999755859375,60.0,1424.0,119.4000244140625,1261.9210340614493,35.523527894361074,1325.0170857645217,36.400784136671035,-0.7415834045690799,-0.5356854866029686
RELIANCE.NS,High,21,29317.10009765625,1396.0523856026787,1405.9000244140625,"[1308.300048828125, 1350.0, 1350.5999755859375, 1358.199951171875, 1359.0, 1365.0, 1384.4000244140625, 1397.300048828125, 1400.800048828125, 1404.699951171875, 1405.9000244140625, 1410.9000244140625, 1412.9000244140625, 1415.5999755859375, 1415.699951171875, 1422.4000244140625, 1429.4000244140625, 1430.0, 1430.5, 1431.5, 1434.0]",1308.300048828125,1365.0,1405.9000244140625,1422.4000244140625,57.4000244140625,1434.0,125.699951171875,1147.7671890177694,33.87871291855358,1205.155548468658,34.7153503290498,-0.9834808988320131,0.2812093630596242
RELIANCE.NS,Low,21,28644.2998046875,1364.0142764136904,1376.0999755859375,"[1290.0, 1291.0, 1326.199951171875, 1326.300048828125, 1328.0, 1334.0999755859375, 1345.0, 1362.9000244140625, 1363.5, 1370.0, 1376.0999755859375, 1378.4000244140625, 1381.0999755859375, 1383.5999755859375, 1388.199951171875, 1391.0, 1396.0999755859375, 1397.199951171875, 1400.5999755859375, 1406.5999755859375, 1408.4000244140625]",1290.0,1334.0999755859375,1376.0999755859375,1391.0,56.9000244140625,1408.4000244140625,118.4000244140625,1230.804599244646,35.08282484699095,1292.3448292068783,35.94919789379004,-0.7711525274661161,-0.37387243833713546
RELIANCE.NS,Open,21,29034.099853515625,1382.576183500744,1388.0,[1420.0],1295.0,1359.0,1388.0,1400.0,41.0,1430.5999755859375,135.5999755859375,1049.0245701910553,32.388648786126524,1101.475798700608,33.18848894873956,-0.8793307864747933,0.97749522284836
RELIANCE.NS,Volume,21,434081166.0,20670531.714285713,20939959.0,"[9559327.0, 14404619.0, 16498373.0, 17265090.0, 18071259.0, 18620893.0, 18979554.0, 19007744.0, 19041331.0, 20719613.0, 20939959.0, 21280051.0, 21817543.0, 21848087.0, 22837802.0, 22994918.0, 23266517.0, 24393861.0, 24870822.0, 28388922.0, 29274881.0]",9559327.0,18620893.0,20939959.0,22994918.0,4374025.0,29274881.0,19715554.0,18860096502746.49,4342821.260741281,19803101327883.812,4450067.564417849,-0.31584358315230193,1.1314411841521443
RELIANCE.NS,Daily Return %,20,-6.506912980833947,-0.3253456490416974,-0.1596043491142174,"[-4.5998160868305105, -3.3913401575805247, -1.6547068504931262, -1.3657575108639186, -1.3206742976157093, -1.3202794585166266, -1.0674123013957204, -0.8260307716804527, -0.466627225114169, -0.3115459719557956, -0.007662726272639198, 0.09207584026444948, 0.14386419725551658, 0.179198626890531, 0.2841312587912981, 0.7512879352761903, 1.0429510337738757, 1.8825750649750228, 2.1374909403697906, 3.3113654798885728]",-4.5998160868305105,-1.3203781682913973,-0.1596043491142174,0.40092042791252114,1.7212985962039185,3.3113654798885728,7.911181566719083,3.082100961891954,1.7555913425088294,3.244316801991531,1.8011987125221722,-0.347569405460088,1.0552718119939621
RELIANCE.NS,High-Low Gap,21,672.80029296875,32.038109188988095,29.800048828125,[30.9000244140625],15.7000732421875,22.0999755859375,29.800048828125,33.9000244140625,11.800048828125,69.0,53.2999267578125,225.29629043683988,15.009873098625446,236.56110495868188,15.38054306449164,1.2073097632154757,0.5970085771129914
RELIANCE.NS,Open-Close Change,21,-106.699951171875,-5.080950055803571,-3.199951171875,"[-54.300048828125, -52.9000244140625, -34.7000732421875, -21.7999267578125, -16.0, -15.0, -8.199951171875, -6.9000244140625, -6.5, -4.5, -3.199951171875, -1.4000244140625, -1.199951171875, 2.199951171875, 7.800048828125, 8.9000244140625, 9.5999755859375, 10.9000244140625, 15.0999755859375, 16.4000244140625, 49.0]",-54.300048828125,-15.0,-3.199951171875,8.9000244140625,23.9000244140625,49.0,103.300048828125,514.7582350363131,22.688284091934168,540.4961467881287,23.24857300541538,-0.31943923888170567,1.3657173634771644
TCS.NS,Adj Close,21,51276.099609375,2441.7190290178573,2410.5,"[2356.0, 2358.89990234375, 2377.39990234375, 2383.800048828125, 2389.800048828125, 2390.60009765625, 2391.699951171875, 2398.800048828125, 2408.199951171875, 2409.199951171875, 2410.5, 2440.800048828125, 2442.39990234375, 2450.699951171875, 2464.89990234375, 2473.89990234375, 2513.10009765625, 2527.39990234375, 2539.800048828125, 2559.199951171875, 2589.0]",2356.0,2390.60009765625,2410.5,2473.89990234375,83.2998046875,2589.0,233.0,4462.4462357435095,66.80154366287886,4685.568547530685,68.451212900362,0.7857814093328658,-0.4591176802435504
